"s"	"Torque"
0.54258000	1.977161
0.54357600	2.019849
0.54457200	1.990296
0.54556800	1.973878
0.54656400	1.957459
0.54756000	1.970594
0.54855600	1.983729
0.54955200	1.964027
0.55054800	1.980445
0.55154400	1.950892
0.55254000	1.993580
0.55353600	1.960743
0.55453200	1.954176
0.55552800	1.960743
0.55652400	1.947608
0.55752000	1.947608
0.55851600	1.941041
0.55951200	1.891787
0.56050800	1.918056
0.56150400	1.898354
0.56250000	1.911488
0.56349600	1.924623
0.56449200	1.895070
0.56548800	1.908205
0.56648400	1.914772
0.56748000	1.918056
0.56847600	1.891787
0.56947200	1.895070
0.57046800	1.895070
0.57146400	1.908205
0.57246000	1.865517
0.57345600	1.849099
0.57445200	1.865517
0.57544800	1.858950
0.57644400	1.849099
0.57744000	1.862234
0.57843600	1.865517
0.57943200	1.862234
0.58042800	1.868801
0.58142400	1.868801
0.58242000	1.862234
0.58341600	1.826114
0.58441200	1.849099
0.58540800	1.865517
0.58640400	1.852383
0.58740000	1.826114
0.58839600	1.862234
0.58939200	1.858950
0.59038800	1.822830
0.59138400	1.845815
0.59238000	1.822830
0.59337600	1.835965
0.59437200	1.819546
0.59536800	1.826114
0.59636400	1.842532
0.59736000	1.852383
0.59835600	1.842532
0.59935200	1.793277
0.60034800	1.852383
0.60134400	1.852383
0.60234000	1.832681
0.60333600	1.858950
0.60433200	1.842532
0.60532800	1.832681
0.60632400	1.822830
0.60732000	1.832681
0.60831600	1.832681
0.60931200	1.812979
0.61030800	1.829397
0.61130400	1.849099
0.61230000	1.812979
0.61329600	1.862234
0.61429200	1.819546
0.61528800	1.842532
0.61628400	1.822830
0.61728000	1.835965
0.61827600	1.816263
0.61927200	1.849099
0.62026800	1.839248
0.62126400	1.832681
0.62226000	1.826114
0.62325600	1.858950
0.62425200	1.812979
0.62524800	1.855666
0.62624400	1.826114
0.62724000	1.842532
0.62823600	1.816263
0.62923200	1.829397
0.63022800	1.803128
0.63122400	1.796561
0.63222000	1.809695
0.63321600	1.842532
0.63421200	1.845815
0.63520800	1.816263
0.63620400	1.819546
0.63720000	1.832681
0.63819600	1.809695
0.63919200	1.832681
0.64018800	1.819546
0.64118400	1.806412
0.64218000	1.806412
0.64317600	1.799844
0.64417200	1.796561
0.64516800	1.799844
0.64616400	1.793277
0.64716000	1.819546
0.64815600	1.812979
0.64915200	1.809695
0.65014800	1.826114
0.65114400	1.806412
0.65214000	1.816263
0.65313600	1.803128
0.65413200	1.793277
0.65512800	1.799844
0.65612400	1.786710
0.65712000	1.803128
0.65811600	1.806412
0.65911200	1.799844
0.66010800	1.773575
0.66110400	1.783426
0.66210000	1.822830
0.66309600	1.796561
0.66409200	1.796561
0.66508800	1.809695
0.66608400	1.783426
0.66708000	1.786710
0.66807600	1.812979
0.66907200	1.799844
0.67006800	1.789994
0.67106400	1.793277
0.67206000	1.780143
0.67305600	1.783426
0.67405200	1.799844
0.67504800	1.793277
0.67604400	1.783426
0.67704000	1.783426
0.67803600	1.780143
0.67903200	1.780143
0.68002800	1.793277
0.68102400	1.773575
0.68202000	1.816263
0.68301600	1.786710
0.68401200	1.796561
0.68500800	1.776859
0.68600400	1.806412
0.68700000	1.786710
0.68799600	1.822830
0.68899200	1.803128
0.68998800	1.799844
0.69098400	1.793277
0.69198000	1.789994
0.69297600	1.789994
0.69397200	1.786710
0.69496800	1.799844
0.69596400	1.793277
0.69696000	1.812979
0.69795600	1.783426
0.69895200	1.806412
0.69994800	1.806412
0.70094400	1.809695
0.70194000	1.803128
0.70293600	1.793277
0.70393200	1.773575
0.70492800	1.793277
0.70592400	1.803128
0.70692000	1.793277
0.70791600	1.793277
0.70891200	1.793277
0.70990800	1.786710
0.71090400	1.763724
0.71190000	1.776859
0.71289600	1.803128
0.71389200	1.776859
0.71488800	1.793277
0.71588400	1.812979
0.71688000	1.789994
0.71787600	1.796561
0.71887200	1.786710
0.71986800	1.793277
0.72086400	1.780143
0.72186000	1.803128
0.72285600	1.803128
0.72385200	1.803128
0.72484800	1.783426
0.72584400	1.799844
0.72684000	1.783426
0.72783600	1.786710
0.72883200	1.793277
0.72982800	1.786710
0.73082400	1.776859
0.73182000	1.806412
0.73281600	1.806412
0.73381200	1.789994
0.73480800	1.822830
0.73580400	1.806412
0.73680000	1.803128
0.73779600	1.806412
0.73879200	1.786710
0.73978800	1.786710
0.74078400	1.789994
0.74178000	1.796561
0.74277600	1.786710
0.74377200	1.786710
0.74476800	1.776859
0.74576400	1.793277
0.74676000	1.809695
0.74775600	1.803128
0.74875200	1.796561
0.74974800	1.780143
0.75074400	1.793277
0.75174000	1.806412
0.75273600	1.819546
0.75373200	1.783426
0.75472800	1.780143
0.75572400	1.812979
0.75672000	1.803128
0.75771600	1.799844
0.75871200	1.793277
0.75970800	1.803128
0.76070400	1.776859
0.76170000	1.773575
0.76269600	1.786710
0.76369200	1.803128
0.76468800	1.786710
0.76568400	1.786710
0.76668000	1.806412
0.76767600	1.783426
0.76867200	1.770292
0.76966800	1.793277
0.77066400	1.767008
0.77166000	1.780143
0.77265600	1.770292
0.77365200	1.773575
0.77464800	1.773575
0.77564400	1.799844
0.77664000	1.760441
0.77763600	1.786710
0.77863200	1.786710
0.77962800	1.789994
0.78062400	1.773575
0.78162000	1.780143
0.78261600	1.819546
0.78361200	1.786710
0.78460800	1.763724
0.78560400	1.763724
0.78660000	1.803128
0.78759600	1.789994
0.78859200	1.780143
0.78958800	1.780143
0.79058400	1.806412
0.79158000	1.763724
0.79257600	1.780143
0.79357200	1.780143
0.79456800	1.737455
0.79556400	1.773575
0.79656000	1.780143
0.79755600	1.773575
0.79855200	1.760441
0.79954800	1.789994
0.80054400	1.796561
0.80154000	1.832681
0.80253600	1.812979
0.80353200	1.757157
0.80452800	1.780143
0.80552400	1.767008
0.80652000	1.793277
0.80751600	1.793277
0.80851200	1.770292
0.80950800	1.763724
0.81050400	1.763724
0.81150000	1.776859
0.81249600	1.770292
0.81349200	1.793277
0.81448800	1.783426
0.81548400	1.770292
0.81648000	1.789994
0.81747600	1.796561
0.81847200	1.793277
0.81946800	1.796561
0.82046400	1.796561
0.82146000	1.783426
0.82245600	1.803128
0.82345200	1.776859
0.82444800	1.770292
0.82544400	1.773575
0.82644000	1.799844
0.82743600	1.767008
0.82843200	1.776859
0.82942800	1.796561
0.83042400	1.786710
0.83142000	1.786710
0.83241600	1.803128
0.83341200	1.763724
0.83440800	1.763724
0.83540400	1.773575
0.83640000	1.780143
0.83739600	1.757157
0.83839200	1.773575
0.83938800	1.770292
0.84038400	1.763724
0.84138000	1.760441
0.84237600	1.747306
0.84337200	1.750590
0.84436800	1.753873
0.84536400	1.773575
0.84636000	1.760441
0.84735600	1.770292
0.84835200	1.776859
0.84934800	1.783426
0.85034400	1.760441
0.85134000	1.783426
0.85233600	1.773575
0.85333200	1.760441
0.85432800	1.780143
0.85532400	1.783426
0.85632000	1.776859
0.85731600	1.757157
0.85831200	1.776859
0.85930800	1.799844
0.86030400	1.773575
0.86130000	1.767008
0.86229600	1.770292
0.86329200	1.744022
0.86428800	1.786710
0.86528400	1.780143
0.86628000	1.803128
0.86727600	1.776859
0.86827200	1.812979
0.86926800	1.786710
0.87026400	1.803128
0.87126000	1.776859
0.87225600	1.783426
0.87325200	1.789994
0.87424800	1.789994
0.87524400	1.806412
0.87624000	1.789994
0.87723600	1.809695
0.87823200	1.786710
0.87922800	1.776859
0.88022400	1.809695
0.88122000	1.812979
0.88221600	1.786710
0.88321200	1.799844
0.88420800	1.809695
0.88520400	1.799844
0.88620000	1.796561
0.88719600	1.803128
0.88819200	1.796561
0.88918800	1.789994
0.89018400	1.826114
0.89118000	1.806412
0.89217600	1.786710
0.89317200	1.773575
0.89416800	1.809695
0.89516400	1.789994
0.89616000	1.767008
0.89715600	1.799844
0.89815200	1.809695
0.89914800	1.806412
0.90014400	1.822830
0.90114000	1.789994
0.90213600	1.789994
0.90313200	1.826114
0.90412800	1.822830
0.90512400	1.776859
0.90612000	1.796561
0.90711600	1.812979
0.90811200	1.809695
0.90910800	1.819546
0.91010400	1.780143
0.91110000	1.803128
0.91209600	1.786710
0.91309200	1.806412
0.91408800	1.796561
0.91508400	1.835965
0.91608000	1.812979
0.91707600	1.799844
0.91807200	1.816263
0.91906800	1.812979
0.92006400	1.816263
0.92106000	1.806412
0.92205600	1.835965
0.92305200	1.806412
0.92404800	1.839248
0.92504400	1.796561
0.92604000	1.803128
0.92703600	1.809695
0.92803200	1.826114
0.92902800	1.822830
0.93002400	1.806412
0.93102000	1.809695
0.93201600	1.806412
0.93301200	1.819546
0.93400800	1.803128
0.93500400	1.845815
0.93600000	1.829397
0.93699600	1.829397
0.93799200	1.803128
0.93898800	1.809695
0.93998400	1.829397
0.94098000	1.822830
0.94197600	1.842532
0.94297200	1.829397
0.94396800	1.806412
0.94496400	1.796561
0.94596000	1.832681
0.94695600	1.809695
0.94795200	1.819546
0.94894800	1.812979
0.94994400	1.829397
0.95094000	1.816263
0.95193600	1.826114
0.95293200	1.855666
0.95392800	1.826114
0.95492400	1.849099
0.95592000	1.809695
0.95691600	1.806412
0.95791200	1.799844
0.95890800	1.812979
0.95990400	1.809695
0.96090000	1.819546
0.96189600	1.819546
0.96289200	1.803128
0.96388800	1.803128
0.96488400	1.816263
0.96588000	1.803128
0.96687600	1.835965
0.96787200	1.799844
0.96886800	1.832681
0.96986400	1.806412
0.97086000	1.845815
0.97185600	1.809695
0.97285200	1.803128
0.97384800	1.822830
0.97484400	1.806412
0.97584000	1.806412
0.97683600	1.819546
0.97783200	1.822830
0.97882800	1.809695
0.97982400	1.799844
0.98082000	1.793277
0.98181600	1.819546
0.98281200	1.803128
0.98380800	1.832681
0.98480400	1.803128
0.98580000	1.839248
0.98679600	1.845815
0.98779200	1.819546
0.98878800	1.783426
0.98978400	1.806412
0.99078000	1.799844
0.99177600	1.803128
0.99277200	1.789994
0.99376800	1.783426
0.99476400	1.789994
0.99576000	1.809695
0.99675600	1.783426
0.99775200	1.806412
0.99874800	1.816263
0.99974400	1.796561
1.00074000	1.803128
1.00173600	1.812979
1.00273200	1.812979
1.00372800	1.796561
1.00472400	1.799844
1.00572000	1.812979
1.00671600	1.789994
1.00771200	1.803128
1.00870800	1.799844
1.00970400	1.835965
1.01070000	1.789994
1.01169600	1.770292
1.01269200	1.793277
1.01368800	1.789994
1.01468400	1.789994
1.01568000	1.803128
1.01667600	1.806412
1.01767200	1.786710
1.01866800	1.816263
1.01966400	1.799844
1.02066000	1.816263
1.02165600	1.809695
1.02265200	1.796561
1.02364800	1.806412
1.02464400	1.780143
1.02564000	1.812979
1.02663600	1.803128
1.02763200	1.793277
1.02862800	1.803128
1.02962400	1.799844
1.03062000	1.809695
1.03161600	1.786710
1.03261200	1.806412
1.03360800	1.799844
1.03460400	1.783426
1.03560000	1.793277
1.03659600	1.789994
1.03759200	1.806412
1.03858800	1.796561
1.03958400	1.796561
1.04058000	1.780143
1.04157600	1.770292
1.04257200	1.793277
1.04356800	1.776859
1.04456400	1.796561
1.04556000	1.796561
1.04655600	1.806412
1.04755200	1.796561
1.04854800	1.793277
1.04954400	1.776859
1.05054000	1.793277
1.05153600	1.789994
1.05253200	1.793277
1.05352800	1.806412
1.05452400	1.799844
1.05552000	1.753873
1.05651600	1.770292
1.05751200	1.770292
1.05850800	1.770292
1.05950400	1.773575
1.06050000	1.753873
1.06149600	1.773575
1.06249200	1.786710
1.06348800	1.773575
1.06448400	1.773575
1.06548000	1.767008
1.06647600	1.770292
1.06747200	1.767008
1.06846800	1.783426
1.06946400	1.763724
1.07046000	1.783426
1.07145600	1.757157
1.07245200	1.770292
1.07344800	1.760441
1.07444400	1.806412
1.07544000	1.753873
1.07643600	1.763724
1.07743200	1.770292
1.07842800	1.760441
1.07942400	1.773575
1.08042000	1.760441
1.08141600	1.760441
1.08241200	1.757157
1.08340800	1.786710
1.08440400	1.780143
1.08540000	1.747306
1.08639600	1.744022
1.08739200	1.760441
1.08838800	1.770292
1.08938400	1.747306
1.09038000	1.753873
1.09137600	1.770292
1.09237200	1.727604
1.09336800	1.750590
1.09436400	1.744022
1.09536000	1.737455
1.09635600	1.734172
1.09735200	1.773575
1.09834800	1.737455
1.09934400	1.730888
1.10034000	1.740739
1.10133600	1.730888
1.10233200	1.760441
1.10332800	1.744022
1.10432400	1.760441
1.10532000	1.760441
1.10631600	1.730888
1.10731200	1.734172
1.10830800	1.724321
1.10930400	1.740739
1.11030000	1.750590
1.11129600	1.734172
1.11229200	1.753873
1.11328800	1.714470
1.11428400	1.763724
1.11528000	1.753873
1.11627600	1.724321
1.11727200	1.767008
1.11826800	1.727604
1.11926400	1.724321
1.12026000	1.740739
1.12125600	1.730888
1.12225200	1.724321
1.12324800	1.714470
1.12424400	1.737455
1.12524000	1.714470
1.12623600	1.750590
1.12723200	1.737455
1.12822800	1.740739
1.12922400	1.730888
1.13022000	1.714470
1.13121600	1.734172
1.13221200	1.707902
1.13320800	1.721037
1.13420400	1.714470
1.13520000	1.727604
1.13619600	1.740739
1.13719200	1.701335
1.13818800	1.737455
1.13918400	1.717753
1.14018000	1.707902
1.14117600	1.698051
1.14217200	1.721037
1.14316800	1.724321
1.14416400	1.734172
1.14516000	1.721037
1.14615600	1.727604
1.14715200	1.717753
1.14814800	1.721037
1.14914400	1.714470
1.15014000	1.727604
1.15113600	1.727604
1.15213200	1.721037
1.15312800	1.721037
1.15412400	1.740739
1.15512000	1.704619
1.15611600	1.734172
1.15711200	1.724321
1.15810800	1.707902
1.15910400	1.730888
1.16010000	1.714470
1.16109600	1.704619
1.16209200	1.714470
1.16308800	1.691484
1.16408400	1.717753
1.16508000	1.714470
1.16607600	1.730888
1.16707200	1.737455
1.16806800	1.704619
1.16906400	1.714470
1.17006000	1.711186
1.17105600	1.704619
1.17205200	1.744022
1.17304800	1.714470
1.17404400	1.704619
1.17504000	1.707902
1.17603600	1.727604
1.17703200	1.711186
1.17802800	1.707902
1.17902400	1.707902
1.18002000	1.707902
1.18101600	1.714470
1.18201200	1.711186
1.18300800	1.724321
1.18400400	1.747306
1.18500000	1.724321
1.18599600	1.701335
1.18699200	1.704619
1.18798800	1.704619
1.18898400	1.698051
1.18998000	1.721037
1.19097600	1.711186
1.19197200	1.727604
1.19296800	1.701335
1.19396400	1.701335
1.19496000	1.707902
1.19595600	1.717753
1.19695200	1.694768
1.19794800	1.744022
1.19894400	1.730888
1.19994000	1.714470
1.20093600	1.711186
1.20193200	1.704619
1.20292800	1.694768
1.20392400	1.747306
1.20492000	1.717753
1.20591600	1.740739
1.20691200	1.711186
1.20790800	1.750590
1.20890400	1.691484
1.20990000	1.744022
1.21089600	1.734172
1.21189200	1.747306
1.21288800	1.721037
1.21388400	1.694768
1.21488000	1.694768
1.21587600	1.721037
1.21687200	1.717753
1.21786800	1.730888
1.21886400	1.721037
1.21986000	1.734172
1.22085600	1.724321
1.22185200	1.711186
1.22284800	1.724321
1.22384400	1.704619
1.22484000	1.701335
1.22583600	1.717753
1.22683200	1.724321
1.22782800	1.721037
1.22882400	1.721037
1.22982000	1.711186
1.23081600	1.681633
1.23181200	1.721037
1.23280800	1.727604
1.23380400	1.727604
1.23480000	1.744022
1.23579600	1.714470
1.23679200	1.740739
1.23778800	1.727604
1.23878400	1.730888
1.23978000	1.714470
1.24077600	1.714470
1.24177200	1.701335
1.24276800	1.721037
1.24376400	1.707902
1.24476000	1.717753
1.24575600	1.721037
1.24675200	1.730888
1.24774800	1.714470
1.24874400	1.711186
1.24974000	1.721037
1.25073600	1.721037
1.25173200	1.763724
1.25272800	1.753873
1.25372400	1.714470
1.25472000	1.727604
1.25571600	1.721037
1.25671200	1.714470
1.25770800	1.714470
1.25870400	1.711186
1.25970000	1.734172
1.26069600	1.727604
1.26169200	1.698051
1.26268800	1.711186
1.26368400	1.737455
1.26468000	1.744022
1.26567600	1.734172
1.26667200	1.694768
1.26766800	1.740739
1.26866400	1.753873
1.26966000	1.753873
1.27065600	1.727604
1.27165200	1.737455
1.27264800	1.737455
1.27364400	1.711186
1.27464000	1.721037
1.27563600	1.744022
1.27663200	1.727604
1.27762800	1.727604
1.27862400	1.724321
1.27962000	1.763724
1.28061600	1.737455
1.28161200	1.740739
1.28260800	1.740739
1.28360400	1.750590
1.28460000	1.770292
1.28559600	1.750590
1.28659200	1.753873
1.28758800	1.724321
1.28858400	1.734172
1.28958000	1.750590
1.29057600	1.767008
1.29157200	1.714470
1.29256800	1.730888
1.29356400	1.770292
1.29456000	1.760441
1.29555600	1.757157
1.29655200	1.711186
1.29754800	1.747306
1.29854400	1.740739
1.29954000	1.744022
1.30053600	1.747306
1.30153200	1.760441
1.30252800	1.740739
1.30352400	1.753873
1.30452000	1.747306
1.30551600	1.786710
1.30651200	1.780143
1.30750800	1.740739
1.30850400	1.734172
1.30950000	1.750590
1.31049600	1.737455
1.31149200	1.753873
1.31248800	1.763724
1.31348400	1.757157
1.31448000	1.747306
1.31547600	1.760441
1.31647200	1.760441
1.31746800	1.767008
1.31846400	1.744022
1.31946000	1.763724
1.32045600	1.763724
1.32145200	1.747306
1.32244800	1.744022
1.32344400	1.750590
1.32444000	1.767008
1.32543600	1.773575
1.32643200	1.757157
1.32742800	1.760441
1.32842400	1.757157
1.32942000	1.763724
1.33041600	1.760441
1.33141200	1.780143
1.33240800	1.776859
1.33340400	1.750590
1.33440000	1.770292
1.33539600	1.773575
1.33639200	1.757157
1.33738800	1.747306
1.33838400	1.776859
1.33938000	1.763724
1.34037600	1.763724
1.34137200	1.773575
1.34236800	1.767008
1.34336400	1.780143
1.34436000	1.770292
1.34535600	1.793277
1.34635200	1.770292
1.34734800	1.786710
1.34834400	1.780143
1.34934000	1.760441
1.35033600	1.776859
1.35133200	1.793277
1.35232800	1.776859
1.35332400	1.789994
1.35432000	1.786710
1.35531600	1.760441
1.35631200	1.773575
1.35730800	1.767008
1.35830400	1.760441
1.35930000	1.760441
1.36029600	1.767008
1.36129200	1.753873
1.36228800	1.747306
1.36328400	1.757157
1.36428000	1.760441
1.36527600	1.780143
1.36627200	1.757157
1.36726800	1.767008
1.36826400	1.750590
1.36926000	1.793277
1.37025600	1.770292
1.37125200	1.789994
1.37224800	1.767008
1.37324400	1.773575
1.37424000	1.789994
1.37523600	1.770292
1.37623200	1.773575
1.37722800	1.770292
1.37822400	1.767008
1.37922000	1.793277
1.38021600	1.757157
1.38121200	1.780143
1.38220800	1.783426
1.38320400	1.763724
1.38420000	1.773575
1.38519600	1.760441
1.38619200	1.799844
1.38718800	1.803128
1.38818400	1.767008
1.38918000	1.786710
1.39017600	1.770292
1.39117200	1.773575
1.39216800	1.793277
1.39316400	1.776859
1.39416000	1.776859
1.39515600	1.793277
1.39615200	1.789994
1.39714800	1.776859
1.39814400	1.806412
1.39914000	1.770292
1.40013600	1.806412
1.40113200	1.806412
1.40212800	1.780143
1.40312400	1.803128
1.40412000	1.786710
1.40511600	1.799844
1.40611200	1.799844
1.40710800	1.793277
1.40810400	1.780143
1.40910000	1.799844
1.41009600	1.793277
1.41109200	1.799844
1.41208800	1.770292
1.41308400	1.783426
1.41408000	1.789994
1.41507600	1.816263
1.41607200	1.770292
1.41706800	1.789994
1.41806400	1.776859
1.41906000	1.803128
1.42005600	1.799844
1.42105200	1.799844
1.42204800	1.789994
1.42304400	1.783426
1.42404000	1.796561
1.42503600	1.793277
1.42603200	1.780143
1.42702800	1.763724
1.42802400	1.799844
1.42902000	1.796561
1.43001600	1.809695
1.43101200	1.803128
1.43200800	1.783426
1.43300400	1.783426
1.43400000	1.819546
1.43499600	1.806412
1.43599200	1.786710
1.43698800	1.780143
1.43798400	1.793277
1.43898000	1.799844
1.43997600	1.816263
1.44097200	1.783426
1.44196800	1.789994
1.44296400	1.780143
1.44396000	1.770292
1.44495600	1.783426
1.44595200	1.803128
1.44694800	1.770292
1.44794400	1.799844
1.44894000	1.780143
1.44993600	1.806412
1.45093200	1.812979
1.45192800	1.799844
1.45292400	1.809695
1.45392000	1.809695
1.45491600	1.796561
1.45591200	1.826114
1.45690800	1.793277
1.45790400	1.770292
1.45890000	1.786710
1.45989600	1.796561
1.46089200	1.812979
1.46188800	1.796561
1.46288400	1.776859
1.46388000	1.816263
1.46487600	1.806412
1.46587200	1.793277
1.46686800	1.796561
1.46786400	1.809695
1.46886000	1.819546
1.46985600	1.799844
1.47085200	1.806412
1.47184800	1.806412
1.47284400	1.803128
1.47384000	1.819546
1.47483600	1.793277
1.47583200	1.783426
1.47682800	1.773575
1.47782400	1.793277
1.47882000	1.799844
1.47981600	1.799844
1.48081200	1.832681
1.48180800	1.786710
1.48280400	1.812979
1.48380000	1.793277
1.48479600	1.812979
1.48579200	1.839248
1.48678800	1.832681
1.48778400	1.809695
1.48878000	1.786710
1.48977600	1.832681
1.49077200	1.799844
1.49176800	1.845815
1.49276400	1.812979
1.49376000	1.819546
1.49475600	1.812979
1.49575200	1.839248
1.49674800	1.832681
1.49774400	1.826114
1.49874000	1.842532
1.49973600	1.812979
1.50073200	1.835965
1.50172800	1.835965
1.50272400	1.819546
1.50372000	1.816263
1.50471600	1.819546
1.50571200	1.812979
1.50670800	1.839248
1.50770400	1.839248
1.50870000	1.809695
1.50969600	1.806412
1.51069200	1.835965
1.51168800	1.819546
1.51268400	1.812979
1.51368000	1.835965
1.51467600	1.803128
1.51567200	1.849099
1.51666800	1.832681
1.51766400	1.849099
1.51866000	1.849099
1.51965600	1.832681
1.52065200	1.855666
1.52164800	1.855666
1.52264400	1.822830
1.52364000	1.839248
1.52463600	1.829397
1.52563200	1.832681
1.52662800	1.865517
1.52762400	1.842532
1.52862000	1.852383
1.52961600	1.872085
1.53061200	1.842532
1.53160800	1.858950
1.53260400	1.852383
1.53360000	1.842532
1.53459600	1.829397
1.53559200	1.865517
1.53658800	1.839248
1.53758400	1.842532
1.53858000	1.845815
1.53957600	1.835965
1.54057200	1.845815
1.54156800	1.835965
1.54256400	1.819546
1.54356000	1.832681
1.54455600	1.826114
1.54555200	1.865517
1.54654800	1.849099
1.54754400	1.839248
1.54854000	1.845815
1.54953600	1.839248
1.55053200	1.858950
1.55152800	1.839248
1.55252400	1.852383
1.55352000	1.852383
1.55451600	1.832681
1.55551200	1.832681
1.55650800	1.842532
1.55750400	1.845815
1.55850000	1.829397
1.55949600	1.819546
1.56049200	1.832681
1.56148800	1.826114
1.56248400	1.835965
1.56348000	1.819546
1.56447600	1.819546
1.56547200	1.845815
1.56646800	1.842532
1.56746400	1.835965
1.56846000	1.868801
1.56945600	1.858950
1.57045200	1.849099
1.57144800	1.835965
1.57244400	1.865517
1.57344000	1.852383
1.57443600	1.852383
1.57543200	1.816263
1.57642800	1.852383
1.57742400	1.865517
1.57842000	1.822830
1.57941600	1.829397
1.58041200	1.835965
1.58140800	1.826114
1.58240400	1.852383
1.58340000	1.835965
1.58439600	1.855666
1.58539200	1.845815
1.58638800	1.842532
1.58738400	1.875368
1.58838000	1.865517
1.58937600	1.839248
1.59037200	1.845815
1.59136800	1.826114
1.59236400	1.845815
1.59336000	1.862234
1.59435600	1.842532
1.59535200	1.849099
1.59634800	1.845815
1.59734400	1.858950
1.59834000	1.849099
1.59933600	1.868801
1.60033200	1.852383
1.60132800	1.852383
1.60232400	1.885219
1.60332000	1.839248
1.60431600	1.839248
1.60531200	1.855666
1.60630800	1.858950
1.60730400	1.839248
1.60830000	1.888503
1.60929600	1.872085
1.61029200	1.842532
1.61128800	1.885219
1.61228400	1.845815
1.61328000	1.845815
1.61427600	1.858950
1.61527200	1.865517
1.61626800	1.872085
1.61726400	1.878652
1.61826000	1.868801
1.61925600	1.845815
1.62025200	1.858950
1.62124800	1.829397
1.62224400	1.852383
1.62324000	1.852383
1.62423600	1.842532
1.62523200	1.855666
1.62622800	1.842532
1.62722400	1.858950
1.62822000	1.862234
1.62921600	1.862234
1.63021200	1.849099
1.63120800	1.852383
1.63220400	1.855666
1.63320000	1.872085
1.63419600	1.849099
1.63519200	1.855666
1.63618800	1.878652
1.63718400	1.839248
1.63818000	1.852383
1.63917600	1.855666
1.64017200	1.858950
1.64116800	1.842532
1.64216400	1.849099
1.64316000	1.852383
1.64415600	1.862234
1.64515200	1.829397
1.64614800	1.839248
1.64714400	1.865517
1.64814000	1.865517
1.64913600	1.842532
1.65013200	1.852383
1.65112800	1.862234
1.65212400	1.875368
1.65312000	1.845815
1.65411600	1.849099
1.65511200	1.858950
1.65610800	1.865517
1.65710400	1.839248
1.65810000	1.839248
1.65909600	1.872085
1.66009200	1.849099
1.66108800	1.839248
1.66208400	1.872085
1.66308000	1.865517
1.66407600	1.872085
1.66507200	1.858950
1.66606800	1.868801
1.66706400	1.858950
1.66806000	1.852383
1.66905600	1.839248
1.67005200	1.868801
1.67104800	1.858950
1.67204400	1.852383
1.67304000	1.849099
1.67403600	1.865517
1.67503200	1.858950
1.67602800	1.862234
1.67702400	1.852383
1.67802000	1.826114
1.67901600	1.855666
1.68001200	1.858950
1.68100800	1.845815
1.68200400	1.865517
1.68300000	1.855666
1.68399600	1.849099
1.68499200	1.875368
1.68598800	1.858950
1.68698400	1.852383
1.68798000	1.855666
1.68897600	1.898354
1.68997200	1.862234
1.69096800	1.852383
1.69196400	1.862234
1.69296000	1.845815
1.69395600	1.839248
1.69495200	1.862234
1.69594800	1.858950
1.69694400	1.835965
1.69794000	1.855666
1.69893600	1.839248
1.69993200	1.858950
1.70092800	1.832681
1.70192400	1.842532
1.70292000	1.865517
1.70391600	1.849099
1.70491200	1.832681
1.70590800	1.832681
1.70690400	1.858950
1.70790000	1.845815
1.70889600	1.855666
1.70989200	1.832681
1.71088800	1.835965
1.71188400	1.819546
1.71288000	1.839248
1.71387600	1.832681
1.71487200	1.839248
1.71586800	1.806412
1.71686400	1.845815
1.71786000	1.835965
1.71885600	1.835965
1.71985200	1.852383
1.72084800	1.832681
1.72184400	1.835965
1.72284000	1.819546
1.72383600	1.852383
1.72483200	1.858950
1.72582800	1.822830
1.72682400	1.839248
1.72782000	1.835965
1.72881600	1.816263
1.72981200	1.845815
1.73080800	1.822830
1.73180400	1.842532
1.73280000	1.816263
1.73379600	1.819546
1.73479200	1.835965
1.73578800	1.826114
1.73678400	1.826114
1.73778000	1.852383
1.73877600	1.826114
1.73977200	1.842532
1.74076800	1.826114
1.74176400	1.855666
1.74276000	1.826114
1.74375600	1.826114
1.74475200	1.842532
1.74574800	1.829397
1.74674400	1.835965
1.74774000	1.845815
1.74873600	1.822830
1.74973200	1.819546
1.75072800	1.842532
1.75172400	1.822830
1.75272000	1.809695
1.75371600	1.835965
1.75471200	1.819546
1.75570800	1.849099
1.75670400	1.858950
1.75770000	1.822830
1.75869600	1.812979
1.75969200	1.829397
1.76068800	1.829397
1.76168400	1.852383
1.76268000	1.835965
1.76367600	1.822830
1.76467200	1.812979
1.76566800	1.812979
1.76666400	1.806412
1.76766000	1.822830
1.76865600	1.849099
1.76965200	1.832681
1.77064800	1.842532
1.77164400	1.839248
1.77264000	1.819546
1.77363600	1.806412
1.77463200	1.835965
1.77562800	1.829397
1.77662400	1.829397
1.77762000	1.835965
1.77861600	1.819546
1.77961200	1.845815
1.78060800	1.832681
1.78160400	1.803128
1.78260000	1.835965
1.78359600	1.842532
1.78459200	1.822830
1.78558800	1.852383
1.78658400	1.835965
1.78758000	1.812979
1.78857600	1.835965
1.78957200	1.796561
1.79056800	1.816263
1.79156400	1.849099
1.79256000	1.819546
1.79355600	1.852383
1.79455200	1.806412
1.79554800	1.826114
1.79654400	1.826114
1.79754000	1.822830
1.79853600	1.832681
1.79953200	1.842532
1.80052800	1.832681
1.80152400	1.816263
1.80252000	1.819546
1.80351600	1.799844
1.80451200	1.822830
1.80550800	1.809695
1.80650400	1.796561
1.80750000	1.799844
